행 ID,주문 ID,주문 날짜,배송 날짜,배송 형태,고객 ID,고객 이름,세그먼트,도시,시/도,국가/지역,지역,제품 ID,범주,하위 범주,제품 이름,매출,수량,할인율,수익
340,ID-2020-69534,2020-10-23,2020-10-25,2등급,DB-13210,Dean Braden,일반 소비자,Hobart,Tasmania,Australia,오세아니아,FUR-CH-10003354,가구,의자,"Novimex Bag Chairs, Black",78.354,3,0.4,-50.976
341,ID-2020-69534,2020-10-23,2020-10-25,2등급,DB-13210,Dean Braden,일반 소비자,Hobart,Tasmania,Australia,오세아니아,OFF-BI-10002558,사무용품,바인더,"Cardinal Binder Covers, Economy",36,5,0.4,-18
342,ID-2020-69534,2020-10-23,2020-10-25,2등급,DB-13210,Dean Braden,일반 소비자,Hobart,Tasmania,Australia,오세아니아,TEC-CO-10003448,기술,복사기,"Canon Ink, Laser",264.87,3,0.4,26.46
343,IN-2020-34835,2020-06-05,2020-06-07,1등급,VM-21685,Valerie Mitchum,홈 오피스,Dhaka,Dhaka,Bangladesh,중앙아시아,OFF-LA-10000624,사무용품,레이블,"Hon File Folder Labels, 5000 Label Set",54.18,6,0,19.98
344,IN-2020-38405,2020-02-13,2020-02-18,표준 등급,NM-18520,Neoma Murray,일반 소비자,Kowloon,Hong Kong SAR,China,북아시아,FUR-FU-10003658,가구,사무용 집기,"Tenex Light Bulb, Duo Pack",56.97,3,0,5.04
345,IN-2020-38405,2020-02-13,2020-02-18,표준 등급,NM-18520,Neoma Murray,일반 소비자,Kowloon,Hong Kong SAR,China,북아시아,OFF-BI-10000389,사무용품,바인더,"Ibico Binding Machine, Clear",407.04,8,0,0
346,IN-2020-38405,2020-02-13,2020-02-18,표준 등급,NM-18520,Neoma Murray,일반 소비자,Kowloon,Hong Kong SAR,China,북아시아,OFF-BI-10004666,사무용품,바인더,"Wilson Jones Binding Machine, Durable",100.92,2,0,45.36
347,IN-2020-38405,2020-02-13,2020-02-18,표준 등급,NM-18520,Neoma Murray,일반 소비자,Kowloon,Hong Kong SAR,China,북아시아,FUR-BO-10003783,가구,책장,"Dania Library with Doors, Pine",1091.25,3,0,196.38
348,IN-2020-41667,2020-05-01,2020-05-05,표준 등급,AG-10300,Aleksandra Gannaway,기업,Shaoxing,Zhejiang,China,북아시아,TEC-CO-10003496,기술,복사기,"Brother Wireless Fax, Digital",756.9,2,0,370.86
349,IN-2020-41667,2020-05-01,2020-05-05,표준 등급,AG-10300,Aleksandra Gannaway,기업,Shaoxing,Zhejiang,China,북아시아,OFF-AP-10002128,사무용품,가전 제품,"Breville Toaster, White",224.55,3,0,112.23
350,ID-2021-37768,2021-03-22,2021-03-24,1등급,SG-20890,Susan Gilcrest,기업,Multan,Punjab,Pakistan,중앙아시아,TEC-PH-10002570,기술,전화기,"삼성 Headset, Full Size",260.715,7,0.5,-177.345
351,ID-2018-50802,2018-04-10,2018-04-10,당일,CM-12715,Craig Molinari,기업,서울,서울,South Korea,북아시아,OFF-ST-10000622,사무용품,보관함,"Rogers File Cart, Single Width",71.04,1,0.5,-59.7
352,ID-2018-50802,2018-04-10,2018-04-10,당일,CM-12715,Craig Molinari,기업,서울,서울,South Korea,북아시아,OFF-EN-10000539,사무용품,봉투,"Ames Clasp Envelope, with clear poly window",16.11,3,0.5,-15.48
353,ID-2018-50802,2018-04-10,2018-04-10,당일,CM-12715,Craig Molinari,기업,서울,서울,South Korea,북아시아,OFF-EN-10001162,사무용품,봉투,"GlobeWeis Mailers, Set of 50",57.825,3,0.5,-8.145
354,ID-2021-43403,2021-07-17,2021-07-22,표준 등급,JW-15955,Joni Wasserman,일반 소비자,Marikina,Metro Manila,Philippines,동남아시아,OFF-SU-10002543,사무용품,사무용품,"Stiletto Scissors, Easy Grip",41.6295,3,0.45,-29.5605
355,ID-2021-43403,2021-07-17,2021-07-22,표준 등급,JW-15955,Joni Wasserman,일반 소비자,Marikina,Metro Manila,Philippines,동남아시아,OFF-LA-10002020,사무용품,레이블,"Novimex Color Coded Labels, 5000 Label Set",56.364,8,0.45,-22.596
356,IN-2021-67119,2021-11-07,2021-11-10,1등급,AR-10570,Anemone Ratner,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,OFF-BI-10001904,사무용품,바인더,"Cardinal Binder Covers, Durable",34.425,3,0.15,13.725
357,IN-2021-67119,2021-11-07,2021-11-10,1등급,AR-10570,Anemone Ratner,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,OFF-FA-10001375,사무용품,잠금장치,"Accos Clamps, 12 Pack",31.0365,3,0.45,-20.8935
358,ID-2021-29914,2021-01-14,2021-01-19,표준 등급,JS-16030,Joy Smith,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,OFF-FA-10001925,사무용품,잠금장치,"Advantus Staples, 12 Pack",11.319,2,0.45,-4.161
359,ID-2020-35080,2020-05-18,2020-05-22,표준 등급,RD-19720,Roger Demir,일반 소비자,Nowra,New South Wales,Australia,오세아니아,TEC-MA-10003492,기술,사무기기,"Okidata Printer, Wireless",1208.25,5,0.1,-80.55
360,ID-2020-35080,2020-05-18,2020-05-22,표준 등급,RD-19720,Roger Demir,일반 소비자,Nowra,New South Wales,Australia,오세아니아,OFF-BI-10002278,사무용품,바인더,"Ibico Binder Covers, Economy",24.57,2,0.1,4.59
361,IN-2021-18252,2021-01-10,2021-01-15,표준 등급,AS-10225,Alan Schoenberger,기업,Xianyang,Shaanxi,China,북아시아,OFF-LA-10001548,사무용품,레이블,"Avery Shipping Labels, Adjustable",48.75,5,0,11.7
362,ID-2020-17097,2020-12-18,2020-12-23,2등급,EP-13915,Emily Phan,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,TEC-PH-10002806,기술,전화기,"Apple Audio Dock, VoIP",626.175,5,0.25,-16.725
363,ID-2020-17097,2020-12-18,2020-12-23,2등급,EP-13915,Emily Phan,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,OFF-LA-10002939,사무용품,레이블,"Harbour Creations Legal Exhibit Labels, 5000 Label Set",12.474,2,0.45,-5.226
364,ID-2020-17097,2020-12-18,2020-12-23,2등급,EP-13915,Emily Phan,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,OFF-FA-10000248,사무용품,잠금장치,"Stockwell Rubber Bands, Assorted Sizes",15.378,2,0.45,1.398
365,ID-2020-17097,2020-12-18,2020-12-23,2등급,EP-13915,Emily Phan,일반 소비자,Manila,Metro Manila,Philippines,동남아시아,OFF-EN-10004550,사무용품,봉투,"GlobeWeis Interoffice Envelope, Recycled",76.923,3,0.45,-18.207
366,IN-2021-21731,2021-08-22,2021-08-24,1등급,CS-12175,Charles Sheldon,기업,Dhaka,Dhaka,Bangladesh,중앙아시아,FUR-BO-10001501,가구,책장,"Bush Classic Bookcase, Metal",1236.42,3,0,531.63
367,IN-2021-21731,2021-08-22,2021-08-24,1등급,CS-12175,Charles Sheldon,기업,Dhaka,Dhaka,Bangladesh,중앙아시아,OFF-BI-10000006,사무용품,바인더,"Ibico Binder, Durable",135.84,8,0,28.32
368,IN-2021-21731,2021-08-22,2021-08-24,1등급,CS-12175,Charles Sheldon,기업,Dhaka,Dhaka,Bangladesh,중앙아시아,FUR-CH-10000994,가구,의자,"Harbour Creations Rocking Chair, Black",1012.62,7,0,171.99
369,IN-2021-56570,2021-11-17,2021-11-23,표준 등급,BM-11575,Brendan Murry,기업,Fuzhou,Fujian,China,북아시아,OFF-AR-10000242,사무용품,미술용품,"BIC Pencil Sharpener, Blue",87.03,3,0,15.66
370,IN-2018-72614,2018-06-21,2018-06-23,2등급,PJ-18835,Patrick Jones,기업,Xiangtan,Hunan,China,북아시아,OFF-AR-10001952,사무용품,미술용품,"BIC Canvas, Easy-Erase",161.91,3,0,43.65
371,IN-2018-72614,2018-06-21,2018-06-23,2등급,PJ-18835,Patrick Jones,기업,Xiangtan,Hunan,China,북아시아,FUR-CH-10001477,가구,의자,"Novimex Chairmat, Black",377.37,7,0,162.12
372,IN-2018-37012,2018-09-24,2018-09-24,당일,FM-14290,Frank Merwin,홈 오피스,Melbourne,Victoria,Australia,오세아니아,TEC-MA-10003624,기술,사무기기,"StarTech Inkjet, Wireless",543.186,2,0.1,217.266
373,ID-2020-10909,2020-11-22,2020-11-26,표준 등급,CP-12340,Christine Phan,기업,Multan,Punjab,Pakistan,중앙아시아,OFF-BI-10002301,사무용품,바인더,"Cardinal Hole Reinforcements, Economy",8.01,3,0.5,-2.43
374,ID-2020-10909,2020-11-22,2020-11-26,표준 등급,CP-12340,Christine Phan,기업,Multan,Punjab,Pakistan,중앙아시아,FUR-BO-10003301,가구,책장,"Dania Floating Shelf Set, Metal",405.144,3,0.2,-0.036
375,IN-2021-41422,2021-05-31,2021-06-02,1등급,HG-14965,Henry Goldwyn,기업,Koshigaya,Saitama,Japan,북아시아,TEC-AC-10001312,기술,액세서리,"Logitech Numeric Keypad, Erganomic",132.39,3,0,42.3
376,IN-2021-41422,2021-05-31,2021-06-02,1등급,HG-14965,Henry Goldwyn,기업,Koshigaya,Saitama,Japan,북아시아,OFF-FA-10002177,사무용품,잠금장치,"OIC Clamps, Metal",39.78,2,0,3.18
377,IN-2021-41422,2021-05-31,2021-06-02,1등급,HG-14965,Henry Goldwyn,기업,Koshigaya,Saitama,Japan,북아시아,OFF-ST-10002161,사무용품,보관함,"Tenex Trays, Single Width",325.44,6,0,136.62
378,IN-2021-41422,2021-05-31,2021-06-02,1등급,HG-14965,Henry Goldwyn,기업,Koshigaya,Saitama,Japan,북아시아,FUR-CH-10003009,가구,의자,"Novimex Swivel Stool, Adjustable",1001.7,6,0,250.38
379,IN-2018-19351,2018-06-18,2018-06-20,1등급,BW-11110,Bart Watters,기업,Beijing,Beijing,China,북아시아,OFF-LA-10000506,사무용품,레이블,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",43.8,4,0,12.6
380,IN-2018-19351,2018-06-18,2018-06-20,1등급,BW-11110,Bart Watters,기업,Beijing,Beijing,China,북아시아,FUR-TA-10001889,가구,테이블,"Bevis Conference Table, Fully Assembled",3238.305,5,0.3,-740.295
381,IN-2018-79950,2018-11-01,2018-11-03,2등급,DJ-13630,Doug Jacobs,일반 소비자,Changchun,Jilin,China,북아시아,OFF-BI-10003397,사무용품,바인더,"Acco Hole Reinforcements, Clear",12.24,2,0,5.1
382,IN-2019-41107,2019-06-22,2019-06-24,2등급,BT-11680,Brian Thompson,일반 소비자,Ho Chi Minh City,Ho Chí Minh City,Vietnam,동남아시아,FUR-CH-10004694,가구,의자,"Office Star Rocking Chair, Black",303.2712,3,0.27,37.3212
383,IN-2021-61015,2021-03-03,2021-03-07,표준 등급,EA-14035,Erin Ashbrook,기업,Melbourne,Victoria,Australia,오세아니아,OFF-BI-10000854,사무용품,바인더,"Acco Binder Covers, Economy",59.94,5,0.1,3.24
384,IN-2020-22746,2020-08-15,2020-08-17,2등급,GH-14410,Gary Hansen,홈 오피스,Faridabad,Haryana,India,중앙아시아,TEC-MA-10002155,기술,사무기기,"Panasonic Receipt Printer, Durable",363.06,3,0,32.67
9035,IN-2018-61582,2018-11-13,2018-11-15,2등급,AS-10045,Aaron Smayling,기업,Singapore,Downtown Core,Singapore,동남아시아,OFF-PA-10002811,사무용품,용지,"Green Bar Message Books, 8.5 x 11",251.37,9,0,27.54
1093,ID-2018-28752,2018-01-07,2018-01-12,표준 등급,AB-10060,Adam Bellavance,홈 오피스,Singapore,Downtown Core,Singapore,동남아시아,OFF-LA-10002875,사무용품,레이블,"Novimex Shipping Labels, Adjustable",17.76,2,0,5.46
387,IN-2021-53532,2021-01-30,2021-01-30,당일,TS-21205,Thomas Seio,기업,Yichun,Jiangxi,China,북아시아,OFF-BI-10003166,사무용품,바인더,"Cardinal Hole Reinforcements, Durable",20.52,3,0,6.75
388,IN-2021-68127,2021-06-30,2021-07-04,표준 등급,RH-19600,Rob Haberlin,일반 소비자,Yangon,Yangon,Myanmar (Burma),동남아시아,FUR-BO-10001668,가구,책장,"Ikea Floating Shelf Set, Pine",216.3294,2,0.37,-113.3706
389,IN-2019-38552,2019-05-10,2019-05-15,표준 등급,GM-14680,Greg Matthias,일반 소비자,Melbourne,Victoria,Australia,오세아니아,OFF-ST-10003141,사무용품,보관함,"Fellowes Trays, Industrial",104.166,2,0.1,10.386
390,IN-2019-38552,2019-05-10,2019-05-15,표준 등급,GM-14680,Greg Matthias,일반 소비자,Melbourne,Victoria,Australia,오세아니아,FUR-FU-10003918,가구,사무용 집기,"Advantus Photo Frame, Black",286.092,6,0.1,104.832
391,IN-2021-58460,2021-12-13,2021-12-19,표준 등급,BT-11680,Brian Thompson,일반 소비자,Ube,Yamaguchi,Japan,북아시아,OFF-AP-10000675,사무용품,가전 제품,"Hamilton Beach Stove, White",3242.88,6,0,421.56
392,IN-2021-58460,2021-12-13,2021-12-19,표준 등급,BT-11680,Brian Thompson,일반 소비자,Ube,Yamaguchi,Japan,북아시아,OFF-SU-10003473,사무용품,사무용품,"Elite Trimmer, Steel",123.21,3,0,49.23
393,IN-2021-58460,2021-12-13,2021-12-19,표준 등급,BT-11680,Brian Thompson,일반 소비자,Ube,Yamaguchi,Japan,북아시아,FUR-BO-10001598,가구,책장,"Bush Corner Shelving, Pine",1002.72,8,0,451.2
394,IN-2020-27226,2020-09-28,2020-10-01,2등급,MS-17830,Melanie Seite,일반 소비자,Perth,Western Australia,Australia,오세아니아,OFF-ST-10004841,사무용품,보관함,"Eldon Box, Blue",46.17,5,0.1,12.27
395,IN-2020-27226,2020-09-28,2020-10-01,2등급,MS-17830,Melanie Seite,일반 소비자,Perth,Western Australia,Australia,오세아니아,TEC-AC-10002221,기술,액세서리,"Memorex Mouse, Bluetooth",25.353,1,0.1,0.543
396,IN-2021-48359,2021-06-09,2021-06-09,당일,PF-19165,Philip Fox,일반 소비자,Hobart,Tasmania,Australia,오세아니아,OFF-ST-10000752,사무용품,보관함,"Fellowes File Cart, Wire Frame",327.312,4,0.4,5.352
397,IN-2018-62982,2018-03-31,2018-04-02,2등급,VG-21790,Vivek Gonzalez,일반 소비자,Durgapur,West Bengal,India,중앙아시아,TEC-AC-10001835,기술,액세서리,"Belkin Mouse, Programmable",126.63,3,0,17.64
398,IN-2019-25203,2019-09-06,2019-09-11,표준 등급,PS-18760,Pamela Stobb,일반 소비자,Sydney,New South Wales,Australia,오세아니아,OFF-PA-10004968,사무용품,용지,"Enermax Computer Printout Paper, Multicolor",80.676,3,0.1,12.546
399,IN-2019-67084,2019-06-26,2019-06-26,당일,MV-18190,Mike Vittorini,일반 소비자,Ezhou,Hubei,China,북아시아,TEC-AC-10000420,기술,액세서리,"Belkin Router, USB",1035.84,4,0,455.76
400,IN-2021-78256,2021-09-20,2021-09-23,2등급,EH-14125,Eugene Hildebrand,홈 오피스,Melbourne,Victoria,Australia,오세아니아,OFF-LA-10003435,사무용품,레이블,"Harbour Creations File Folder Labels, Laser Printer Compatible",15.714,2,0.1,4.314
401,ID-2021-75533,2021-06-17,2021-06-22,표준 등급,SV-20935,Susan Vittorini,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,TEC-CO-10001410,기술,복사기,"Canon Personal Copier, High-Speed",380.538,3,0.1,-29.682
402,ID-2021-75533,2021-06-17,2021-06-22,표준 등급,SV-20935,Susan Vittorini,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-ST-10003306,사무용품,보관함,"Eldon File Cart, Single Width",462.132,4,0.1,-0.108
403,ID-2021-75533,2021-06-17,2021-06-22,표준 등급,SV-20935,Susan Vittorini,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-BI-10002329,사무용품,바인더,"Avery 3-Hole Punch, Durable",52.866,2,0.1,23.466
404,ID-2021-75533,2021-06-17,2021-06-22,표준 등급,SV-20935,Susan Vittorini,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,FUR-CH-10002626,가구,의자,"Hon Steel Folding Chair, Adjustable",226.557,3,0.1,98.127
405,IN-2020-57641,2020-09-26,2020-09-30,2등급,TC-21295,Toby Carlisle,일반 소비자,Fushun,Liaoning,China,북아시아,OFF-AR-10001602,사무용품,미술용품,"Sanford Canvas, Water Color",53.7,1,0,17.7
406,IN-2020-57641,2020-09-26,2020-09-30,2등급,TC-21295,Toby Carlisle,일반 소비자,Fushun,Liaoning,China,북아시아,TEC-AC-10001348,기술,액세서리,"Logitech Router, Bluetooth",741.96,3,0,7.38
407,IN-2021-32637,2021-12-25,2021-12-27,2등급,MO-17800,Meg O'Connel,홈 오피스,Geraldton,Western Australia,Australia,오세아니아,FUR-CH-10001204,가구,의자,"Harbour Creations Steel Folding Chair, Red",88.101,1,0.1,28.371
408,IN-2018-67840,2018-08-03,2018-08-08,표준 등급,VG-21805,Vivek Grady,기업,Surat,Gujarat,India,중앙아시아,OFF-SU-10000866,사무용품,사무용품,"Elite Trimmer, Serrated",115.11,3,0,13.77
409,IN-2018-67840,2018-08-03,2018-08-08,표준 등급,VG-21805,Vivek Grady,기업,Surat,Gujarat,India,중앙아시아,FUR-CH-10000660,가구,의자,"Novimex Executive Leather Armchair, Adjustable",911.04,2,0,282.42
411,ID-2019-24048,2019-11-21,2019-11-27,표준 등급,JM-15265,Janet Molinari,기업,Geelong,Victoria,Australia,오세아니아,TEC-CO-10002674,기술,복사기,"Sharp Fax and Copier, High-Speed",450.36,3,0.1,-20.07
412,ID-2019-24048,2019-11-21,2019-11-27,표준 등급,JM-15265,Janet Molinari,기업,Geelong,Victoria,Australia,오세아니아,TEC-PH-10000303,기술,전화기,"삼성 Smart Phone, VoIP",572.616,1,0.1,203.586
413,ID-2019-24048,2019-11-21,2019-11-27,표준 등급,JM-15265,Janet Molinari,기업,Geelong,Victoria,Australia,오세아니아,OFF-SU-10001573,사무용품,사무용품,"Kleencut Shears, Serrated",78.246,2,0.1,-3.534
414,ID-2019-24048,2019-11-21,2019-11-27,표준 등급,JM-15265,Janet Molinari,기업,Geelong,Victoria,Australia,오세아니아,OFF-AP-10002186,사무용품,가전 제품,"KitchenAid Toaster, Red",230.364,3,0.1,-5.166
415,ID-2019-24048,2019-11-21,2019-11-27,표준 등급,JM-15265,Janet Molinari,기업,Geelong,Victoria,Australia,오세아니아,OFF-SU-10001697,사무용품,사무용품,"Fiskars Scissors, Easy Grip",133.812,6,0.1,28.152
416,IN-2019-52223,2019-06-06,2019-06-10,표준 등급,ST-20530,Shui Tom,일반 소비자,Medan,Sumatera Utara,Indonesia,동남아시아,TEC-CO-10002376,기술,복사기,"Hewlett Fax Machine, Laser",1487.628,5,0.07,655.728
417,IN-2019-52223,2019-06-06,2019-06-10,표준 등급,ST-20530,Shui Tom,일반 소비자,Medan,Sumatera Utara,Indonesia,동남아시아,OFF-AR-10004900,사무용품,미술용품,"Boston Canvas, Easy-Erase",196.7715,5,0.27,-21.6285
418,IN-2019-54351,2019-08-30,2019-09-04,표준 등급,TS-21340,Toby Swindell,일반 소비자,Shantou,Guangdong,China,북아시아,OFF-ST-10002395,사무용품,보관함,"Rogers Lockers, Single Width",634.95,3,0,279.36
419,IN-2019-54351,2019-08-30,2019-09-04,표준 등급,TS-21340,Toby Swindell,일반 소비자,Shantou,Guangdong,China,북아시아,OFF-FA-10000038,사무용품,잠금장치,"Stockwell Clamps, Assorted Sizes",16.68,1,0,7.5
420,IN-2019-54351,2019-08-30,2019-09-04,표준 등급,TS-21340,Toby Swindell,일반 소비자,Shantou,Guangdong,China,북아시아,OFF-BI-10004334,사무용품,바인더,"Avery Hole Reinforcements, Durable",41.37,7,0,6.93
421,IN-2021-48611,2021-08-13,2021-08-18,표준 등급,SC-20380,Shahid Collister,일반 소비자,Mianyang,Sichuan,China,북아시아,TEC-CO-10003951,기술,복사기,"HP Copy Machine, High-Speed",1218.45,5,0,268.05
422,IN-2021-48611,2021-08-13,2021-08-18,표준 등급,SC-20380,Shahid Collister,일반 소비자,Mianyang,Sichuan,China,북아시아,OFF-LA-10000471,사무용품,레이블,"Smead Shipping Labels, 5000 Label Set",84,7,0,37.8
423,IN-2021-48611,2021-08-13,2021-08-18,표준 등급,SC-20380,Shahid Collister,일반 소비자,Mianyang,Sichuan,China,북아시아,OFF-LA-10003396,사무용품,레이블,"Avery Color Coded Labels, Laser Printer Compatible",39.87,3,0,8.73
424,IN-2021-48611,2021-08-13,2021-08-18,표준 등급,SC-20380,Shahid Collister,일반 소비자,Mianyang,Sichuan,China,북아시아,OFF-SU-10000997,사무용품,사무용품,"Fiskars Shears, Easy Grip",344.82,7,0,72.24
425,ID-2020-12540,2020-06-04,2020-06-05,1등급,KW-16570,Kelly Williams,일반 소비자,Brisbane,Queensland,Australia,오세아니아,OFF-FA-10001045,사무용품,잠금장치,"Stockwell Staples, 12 Pack",17.712,2,0.1,-0.408
426,IN-2021-41891,2021-03-07,2021-03-11,표준 등급,TG-21310,Toby Gnade,일반 소비자,Durgapur,West Bengal,India,중앙아시아,OFF-PA-10001818,사무용품,용지,"Green Bar Note Cards, Multicolor",169.65,5,0,39
427,IN-2019-70472,2019-07-13,2019-07-17,표준 등급,SA-20830,Sue Ann Reed,일반 소비자,Kanpur,Uttar Pradesh,India,중앙아시아,OFF-FA-10003980,사무용품,잠금장치,"OIC Paper Clips, Metal",58.2,4,0,4.56
428,IN-2019-27975,2019-01-17,2019-01-22,표준 등급,PB-19150,Philip Brown,일반 소비자,Shanghai,Shanghai,China,북아시아,TEC-PH-10003062,기술,전화기,"Apple Audio Dock, Full Size",168.18,1,0,58.86
429,IN-2019-27975,2019-01-17,2019-01-22,표준 등급,PB-19150,Philip Brown,일반 소비자,Shanghai,Shanghai,China,북아시아,TEC-CO-10002379,기술,복사기,"Canon Copy Machine, Digital",785.34,3,0,94.23
430,IN-2019-27975,2019-01-17,2019-01-22,표준 등급,PB-19150,Philip Brown,일반 소비자,Shanghai,Shanghai,China,북아시아,TEC-PH-10004221,기술,전화기,"삼성 Speaker Phone, Cordless",504.36,4,0,201.72
431,IN-2019-27975,2019-01-17,2019-01-22,표준 등급,PB-19150,Philip Brown,일반 소비자,Shanghai,Shanghai,China,북아시아,OFF-PA-10004115,사무용품,용지,"Green Bar Computer Printout Paper, 8.5 x 11",67.8,2,0,17.58
432,ID-2021-79313,2021-04-05,2021-04-10,표준 등급,WB-21850,William Brown,일반 소비자,Denpasar,Bali,Indonesia,동남아시아,FUR-FU-10004730,가구,사무용 집기,"Rubbermaid Light Bulb, Erganomic",25.4916,2,0.27,-8.4084
433,IN-2019-65397,2019-11-30,2019-12-04,표준 등급,AT-10435,Alyssa Tate,홈 오피스,Bellary,Karnataka,India,중앙아시아,TEC-AC-10002455,기술,액세서리,"Logitech Flash Drive, Programmable",32.01,1,0,10.23
